Code_Run_Date,Bioreactor,Day,Date,IGG--STATE_SP,CUMULATIVE_NORMALIZED_FEED--INPUT_REF,IGG--STATE_DATA,VCC--STATE_DATA,VIABILITY--STATE_DATA,LACTATE--STATE_DATA,OSMO--STATE_DATA,PCO2_AT_TEMP--STATE_DATA,CUMULATIVE_NORMALIZED_FEED--INPUT_DATA,TEMPERATURE--INPUT_DATA,PH_SETPOINT--INPUT_DATA,DO--INPUT_DATA,IGG--STATE_PRED,VCC--STATE_PRED,VIABILITY--STATE_PRED,LACTATE--STATE_PRED,OSMO--STATE_PRED,PCO2_AT_TEMP--STATE_PRED,IGG--STATE_EST,VCC--STATE_EST,VIABILITY--STATE_EST,LACTATE--STATE_EST,OSMO--STATE_EST,PCO2_AT_TEMP--STATE_EST,IGG--STATE_MOD,VCC--STATE_MOD,VIABILITY--STATE_MOD,LACTATE--STATE_MOD,OSMO--STATE_MOD,PCO2_AT_TEMP--STATE_MOD
,19,2,,997.91,0.011,,,,,,,0.011,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,20,2,,997.91,0.011,,,,,,,0.011,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,21,2,,997.91,0.011,,,,,,,0.011,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,22,2,,997.91,0.011,,,,,,,0.011,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,23,2,,997.91,0.011,,,,,,,0.011,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,24,2,,997.91,0.011,,,,,,,0.011,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,1,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,2,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,3,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,4,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,5,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,6,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,7,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,8,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,9,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,10,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,11,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,12,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,13,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
,14,3,,1505.08,0.019,,,,,,,0.019,34,7.2,0.5,,,,,,,,,,,,,,,,,,
